prolific_id,total_rt,block_type,background_stimulus,deviant_stimulus,background_type,deviant_type,violation_type,total_trial_number,trial_number,block_number,animacy,number,pose,trial_type,background_id,background_animacy,background_pose,background_number,deviant_id,deviant_animacy,deviant_pose,deviant_number,same_animacy,same_number,same_pose,same_id,val
652d3424ba4b3f9c1a80d58e,1556,deviant_block,animate_003_right_pair.png,animate_003_left_pair.png,animate_pair_right,animate_pair_left,pose,6,3,13,animate,pair,right,background,003,animate,right,pair,003,animate,left,pair,TRUE,TRUE,FALSE,TRUE,0.9045950091970474
6160c9e6ef711c4b5d7f0de8,5390,deviant_block,inanimate_008_right.png,inanimate_008_right_pair.png,inanimate_single_right,inanimate_pair_right,number,6,3,4,inanimate,single,right,background,008,inanimate,right,single,008,inanimate,right,pair,TRUE,FALSE,TRUE,TRUE,1.3902865815131922
6152c91208d2a1c37d37beb3,4942,deviant_block,animate_003_left.png,animate_010_left.png,animate_single_left,animate_single_left,identity,6,2,7,animate,single,left,background,003,animate,left,single,010,animate,left,single,TRUE,TRUE,TRUE,FALSE,0.7592148871072765
5b7facd6c4e6ad0001d3ea48,653,deviant_block,inanimate_011_left.png,inanimate_007_left.png,inanimate_single_left,inanimate_single_left,identity,6,2,14,inanimate,single,left,background,011,inanimate,left,single,007,inanimate,left,single,TRUE,TRUE,TRUE,FALSE,1.77295325013923
5ead7d6e96a62440b21c25f8,4001,deviant_block,animate_009_left.png,animate_008_left.png,animate_single_left,animate_single_left,identity,2,2,4,animate,single,left,deviant,009,animate,left,single,008,animate,left,single,TRUE,TRUE,TRUE,FALSE,1.2326365887652022
650d9c28b3da05a7594c5a76,3720,background_block,inanimate_010_right_pair.png,,inanimate_pair_right,,background,2,2,6,inanimate,pair,right,background,010,inanimate,right,pair,NA,animate,right,single,FALSE,FALSE,TRUE,NA,NA
5f086edf1a4e890792a6c0b0,3545,deviant_block,inanimate_003_right_pair.png,inanimate_004_right_pair.png,inanimate_pair_right,inanimate_pair_right,identity,6,3,5,inanimate,pair,right,background,003,inanimate,right,pair,004,inanimate,right,pair,TRUE,TRUE,TRUE,FALSE,0.9032055889084954
613a6a2789252564e87e33b8,10718,deviant_block,inanimate_004_right_pair.png,animate_011_right_pair.png,inanimate_pair_right,animate_pair_right,animacy,2,2,2,inanimate,pair,right,deviant,004,inanimate,right,pair,011,animate,right,pair,FALSE,TRUE,TRUE,FALSE,1.4686473828406184
5b8359ff4ba9cd0001e7a2ea,2057,background_block,animate_011_right.png,,animate_single_right,,background,6,3,10,animate,single,right,background,011,animate,right,single,NA,animate,right,single,TRUE,TRUE,TRUE,NA,NA
602d3367986cfd11ee8b63b9,811,background_block,inanimate_006_left.png,,inanimate_single_left,,background,6,6,13,inanimate,single,left,background,006,inanimate,left,single,NA,animate,right,single,FALSE,TRUE,FALSE,NA,NA
5f6774e25794e635f7e836ae,1876,background_block,animate_004_right.png,,animate_single_right,,background,4,4,5,animate,single,right,background,004,animate,right,single,NA,animate,right,single,TRUE,TRUE,TRUE,NA,NA
