param_id,linking_hypothesis,mu_prior,hypothetical_obs_grid_n,max_observation,batch_n,jitter_n,quad_a,quad_b,quad_c,V_prior,alpha_prior,beta_prior,epsilon,mu_epsilon,sd_epsilon,world_EIGs,forced_exposure_max
0,EIG,0,5,500,2,20,999,999,999,1,0.1,0.1,0.0001,0.001,0.1,0.0001,
1,EIG,0,5,500,2,20,999,999,999,1,0.1,0.1,0.0001,0.001,0.1,1e-05,
2,EIG,0,5,500,2,20,999,999,999,1,0.1,0.1,0.0001,0.001,0.5,0.0001,
3,EIG,0,5,500,2,20,999,999,999,1,0.1,0.1,0.0001,0.001,0.5,1e-05,
4,EIG,0,5,500,2,20,999,999,999,1,0.1,0.1,0.0001,0.001,1.0,0.0001,
5,EIG,0,5,500,2,20,999,999,999,1,0.1,0.1,0.0001,0.001,1.0,1e-05,
6,EIG,0,5,500,2,20,999,999,999,1,0.1,1.0,0.0001,0.001,0.1,0.0001,
7,EIG,0,5,500,2,20,999,999,999,1,0.1,1.0,0.0001,0.001,0.1,1e-05,
8,EIG,0,5,500,2,20,999,999,999,1,0.1,1.0,0.0001,0.001,0.5,0.0001,
9,EIG,0,5,500,2,20,999,999,999,1,0.1,1.0,0.0001,0.001,0.5,1e-05,
10,EIG,0,5,500,2,20,999,999,999,1,0.1,1.0,0.0001,0.001,1.0,0.0001,
11,EIG,0,5,500,2,20,999,999,999,1,0.1,1.0,0.0001,0.001,1.0,1e-05,
12,EIG,0,5,500,2,20,999,999,999,1,0.1,10.0,0.0001,0.001,0.1,0.0001,
13,EIG,0,5,500,2,20,999,999,999,1,0.1,10.0,0.0001,0.001,0.1,1e-05,
14,EIG,0,5,500,2,20,999,999,999,1,0.1,10.0,0.0001,0.001,0.5,0.0001,
15,EIG,0,5,500,2,20,999,999,999,1,0.1,10.0,0.0001,0.001,0.5,1e-05,
16,EIG,0,5,500,2,20,999,999,999,1,0.1,10.0,0.0001,0.001,1.0,0.0001,
17,EIG,0,5,500,2,20,999,999,999,1,0.1,10.0,0.0001,0.001,1.0,1e-05,
18,EIG,0,5,500,2,20,999,999,999,1,1.0,0.1,0.0001,0.001,0.1,0.0001,
19,EIG,0,5,500,2,20,999,999,999,1,1.0,0.1,0.0001,0.001,0.1,1e-05,
20,EIG,0,5,500,2,20,999,999,999,1,1.0,0.1,0.0001,0.001,0.5,0.0001,
21,EIG,0,5,500,2,20,999,999,999,1,1.0,0.1,0.0001,0.001,0.5,1e-05,
22,EIG,0,5,500,2,20,999,999,999,1,1.0,0.1,0.0001,0.001,1.0,0.0001,
23,EIG,0,5,500,2,20,999,999,999,1,1.0,0.1,0.0001,0.001,1.0,1e-05,
24,EIG,0,5,500,2,20,999,999,999,1,1.0,1.0,0.0001,0.001,0.1,0.0001,
25,EIG,0,5,500,2,20,999,999,999,1,1.0,1.0,0.0001,0.001,0.1,1e-05,
26,EIG,0,5,500,2,20,999,999,999,1,1.0,1.0,0.0001,0.001,0.5,0.0001,
27,EIG,0,5,500,2,20,999,999,999,1,1.0,1.0,0.0001,0.001,0.5,1e-05,
28,EIG,0,5,500,2,20,999,999,999,1,1.0,1.0,0.0001,0.001,1.0,0.0001,
29,EIG,0,5,500,2,20,999,999,999,1,1.0,1.0,0.0001,0.001,1.0,1e-05,
30,EIG,0,5,500,2,20,999,999,999,1,1.0,10.0,0.0001,0.001,0.1,0.0001,
31,EIG,0,5,500,2,20,999,999,999,1,1.0,10.0,0.0001,0.001,0.1,1e-05,
32,EIG,0,5,500,2,20,999,999,999,1,1.0,10.0,0.0001,0.001,0.5,0.0001,
33,EIG,0,5,500,2,20,999,999,999,1,1.0,10.0,0.0001,0.001,0.5,1e-05,
34,EIG,0,5,500,2,20,999,999,999,1,1.0,10.0,0.0001,0.001,1.0,0.0001,
35,EIG,0,5,500,2,20,999,999,999,1,1.0,10.0,0.0001,0.001,1.0,1e-05,
36,EIG,0,5,500,2,20,999,999,999,1,10.0,0.1,0.0001,0.001,0.1,0.0001,
