param_id,trial_type,trial_number,total_trial_number,mean_sample
60,deviant,4,4,8.208333333333334
60,deviant,6,6,6.963333333333333
61,background,1,2,62.798863636363635
61,background,1,4,62.31290322580645
61,background,1,6,67.22666666666667
61,background,2,2,22.96931818181818
61,background,2,4,18.695500848896433
61,background,2,6,23.08017543859649
61,background,3,4,14.305263157894737
61,background,3,6,14.429561403508773
61,background,4,4,11.411969439728352
61,background,4,6,13.029385964912281
61,background,5,6,12.697456140350877
61,background,6,6,10.36069200779727
61,deviant,2,2,22.96931818181818
61,deviant,4,4,11.411969439728352
61,deviant,6,6,10.36069200779727
62,background,1,2,39.428333333333335
62,background,1,4,39.165
62,background,1,6,39.336666666666666
62,background,2,2,13.06
62,background,2,4,13.288333333333334
62,background,2,6,13.633333333333333
62,background,3,4,9.2283333333333335
62,background,3,6,9.71
62,background,4,4,7.2316666666666665
62,background,4,6,7.63
62,background,5,6,6.718333333333334
62,background,6,6,6.04
62,deviant,2,2,13.06
62,deviant,4,4,7.2316666666666665
62,deviant,6,6,6.04
63,background,1,2,66.26333333333334
63,background,1,4,70.055
63,background,1,6,70.265
63,background,2,2,21.025
63,background,2,4,23.833333333333332
63,background,2,6,20.528333333333332
63,background,3,4,15.841666666666667
63,background,3,6,14.713333333333333
63,background,4,4,12.068333333333333
63,background,4,6,12.096666666666668
63,background,5,6,10.983333333333333
63,background,6,6,9.843333333333334
63,deviant,2,2,21.025
63,deviant,4,4,12.068333333333333
63,deviant,6,6,9.843333333333334
64,background,1,2,38.57
64,background,1,4,39.745
64,background,1,6,40.895
64,background,2,2,13.123333333333333
64,background,2,4,14.116666666666667
64,background,2,6,13.003333333333334
64,background,3,4,9.785
64,background,3,6,9.125
64,background,4,4,7.7283333333333335
64,background,4,6,8.018333333333333
64,background,5,6,6.451666666666667
64,background,6,6,6.195
64,deviant,2,2,13.123333333333333
64,deviant,4,4,7.7283333333333335
64,deviant,6,6,6.195
65,background,1,2,66.79
65,background,1,4,71.54
65,background,1,6,71.45166666666667
65,background,2,2,19.553333333333335
65,background,2,4,22.135
65,background,2,6,20.655
65,background,3,4,15.356666666666667
65,background,3,6,14.818333333333333
65,background,4,4,12.381666666666666
65,background,4,6,11.683333333333334
65,background,5,6,10.433333333333334
65,background,6,6,9.2716666666666665
65,deviant,2,2,19.553333333333335
65,deviant,4,4,12.381666666666666
65,deviant,6,6,9.2716666666666665
66,background,1,2,32.6
66,background,1,4,31.173333333333332
66,background,1,6,30.476666666666667
66,background,2,2,13.333333333333334
66,background,2,4,10.603333333333333
66,background,2,6,12.176666666666666
66,background,3,4,7.755
66,background,3,6,8.9783333333333335
66,background,4,4,7.516666666666667
66,background,4,6,7.638333333333334
66,background,5,6,6.513333333333334
66,background,6,6,6.286666666666667
66,deviant,2,2,13.333333333333334
66,deviant,4,4,7.516666666666667
66,deviant,6,6,6.286666666666667
67,background,1,2,62.11333333333333
67,background,1,4,64.25333333333333
67,background,1,6,60.165
67,background,2,2,21.045
67,background,2,4,21.958333333333332
67,background,2,6,22.331666666666667
67,background,3,4,14.863771929824562
67,background,3,6,13.451666666666666
67,background,4,4,14.088508771929824
67,background,4,6,10.69
67,background,5,6,10.02140350877193
67,background,6,6,8.889298245614036
67,deviant,2,2,21.045
67,deviant,4,4,14.088508771929824
67,deviant,6,6,8.889298245614036
68,background,1,2,37.611666666666665
68,background,1,4,36.29833333333333
68,background,1,6,36.805
68,background,2,2,12.67
68,background,2,4,11.575
68,background,2,6,11.796666666666667
68,background,3,4,7.373333333333333
68,background,3,6,7.838333333333334
68,background,4,4,6.948333333333333
68,background,4,6,6.416666666666667
68,background,5,6,5.165
68,background,6,6,4.988333333333333
68,deviant,2,2,12.67
68,deviant,4,4,6.948333333333333
68,deviant,6,6,4.988333333333333
69,background,1,2,64.73
69,background,1,4,63.13666666666667
69,background,1,6,63.27333333333333
69,background,2,2,20.1325
69,background,2,4,18.293333333333333
69,background,2,6,17.946666666666665
69,background,3,4,12.733333333333333
69,background,3,6,11.923333333333334
69,background,4,4,10.94
69,background,4,6,9.893333333333333
69,background,5,6,8.915
69,background,6,6,7.868333333333333
69,deviant,2,2,20.1325
69,deviant,4,4,10.94
69,deviant,6,6,7.868333333333333
70,background,1,2,39.06
70,background,1,4,36.47833333333333
70,background,1,6,38.485
70,background,2,2,12.923333333333334
70,background,2,4,12.57
70,background,2,6,11.771666666666667
70,background,3,4,8.565
70,background,3,6,8.13
70,background,4,4,7.306666666666667
70,background,4,6,6.566666666666666
70,background,5,6,5.695
70,background,6,6,5.123333333333333
70,deviant,2,2,12.923333333333334
70,deviant,4,4,7.306666666666667
70,deviant,6,6,5.123333333333333
71,background,1,2,68.53166666666667
71,background,1,4,63.99166666666667
71,background,1,6,68.49333333333334
71,background,2,2,22.22
71,background,2,4,18.945
71,background,2,6,19.191666666666666
71,background,3,4,11.768333333333333
71,background,3,6,14.126666666666667
71,background,4,4,10.133333333333333
71,background,4,6,10.753333333333334
71,background,5,6,9.12
71,background,6,6,8.836666666666666
71,deviant,2,2,22.22
71,deviant,4,4,10.133333333333333
71,deviant,6,6,8.836666666666666
72,background,1,2,36.355
72,background,1,4,34.03333333333333
72,background,1,6,32.913333333333334
72,background,2,2,15.321666666666667
72,background,2,4,16.88
72,background,2,6,15.153333333333334
72,background,3,4,11.431666666666667
72,background,3,6,10.94
72,background,4,4,10.121666666666666
72,background,4,6,9.331666666666667
72,background,5,6,6.098333333333334
72,background,6,6,6.281666666666666
72,deviant,2,2,15.321666666666667
72,deviant,4,4,10.121666666666666
72,deviant,6,6,6.281666666666666
73,background,1,2,67.94333333333333
73,background,1,4,64.36333333333333
73,background,1,6,65.40166666666667
73,background,2,2,25.963333333333335
73,background,2,4,21.87
73,background,2,6,27.155
73,background,3,4,15.905
73,background,3,6,17.670701754385966
73,background,4,4,13.530964912280702
73,background,4,6,11.833859649122807
73,background,5,6,11.730175438596492
73,background,6,6,10.178441119137714
73,deviant,2,2,25.963333333333335
73,deviant,4,4,13.530964912280702
73,deviant,6,6,10.178441119137714
74,background,1,2,41.193333333333335
74,background,1,4,40.82
74,background,1,6,41.11
74,background,2,2,15.03
74,background,2,4,13.698333333333334
74,background,2,6,12.843333333333334
74,background,3,4,9.788333333333334
74,background,3,6,9.598333333333333
74,background,4,4,7.890000000000001
74,background,4,6,7.058333333333334
74,background,5,6,6.595
74,background,6,6,6.091666666666667
74,deviant,2,2,15.03
74,deviant,4,4,7.890000000000001
74,deviant,6,6,6.091666666666667
75,background,1,2,74.52
75,background,1,4,72.18833333333333
75,background,1,6,76.33833333333334
75,background,2,2,22.875
75,background,2,4,24.958333333333332
75,background,2,6,24.16
75,background,3,4,16.416666666666668
75,background,3,6,15.981666666666667
75,background,4,4,13.395
75,background,4,6,12.561666666666667
75,background,5,6,11.552719298245615
75,background,6,6,9.559473684210527
75,deviant,2,2,22.875
75,deviant,4,4,13.395
75,deviant,6,6,9.559473684210527
76,background,1,2,41.25
76,background,1,4,39.75
76,background,1,6,41.53333333333333
76,background,2,2,13.871666666666666
76,background,2,4,13.46
76,background,2,6,13.885
76,background,3,4,9.668333333333333
76,background,3,6,9.475
76,background,4,4,7.278333333333333
76,background,4,6,7.713333333333333
76,background,5,6,6.805
76,background,6,6,5.9399999999999995
76,deviant,2,2,13.871666666666666
76,deviant,4,4,7.278333333333333
76,deviant,6,6,5.9399999999999995
77,background,1,2,75.91666666666667
77,background,1,4,74.78833333333333
77,background,1,6,73.86833333333334
77,background,2,2,22.531666666666666
77,background,2,4,23.188333333333333
77,background,2,6,22.605
77,background,3,4,15.691666666666666
77,background,3,6,15.7
77,background,4,4,12.576666666666666
77,background,4,6,12.117807017543859
77,background,5,6,11.473859649122808
77,background,6,6,9.403421052631579
77,deviant,2,2,22.531666666666666
77,deviant,4,4,12.576666666666666
77,deviant,6,6,9.403421052631579
78,background,1,2,32.721666666666664
78,background,1,4,33.34
78,background,1,6,32.28
78,background,2,2,14.448333333333334
78,background,2,4,14.16
78,background,2,6,13.736666666666666
78,background,3,4,11.08
78,background,3,6,10.615
78,background,4,4,8.843333333333334
78,background,4,6,9.3533333333333335
78,background,5,6,8.695
78,background,6,6,7.17
78,deviant,2,2,14.448333333333334
78,deviant,4,4,8.843333333333334
78,deviant,6,6,7.17
79,background,1,2,66.58833333333334
79,background,1,4,63.431666666666665
79,background,1,6,62.79
79,background,2,2,24.855
79,background,2,4,24.305
79,background,2,6,20.675
79,background,3,4,18.005
79,background,3,6,13.568508771929825
79,background,4,4,11.97551656920078
79,background,4,6,10.755526315789474
79,background,5,6,11.418859649122806
79,background,6,6,8.81635477582846
79,deviant,2,2,24.855
79,deviant,4,4,11.97551656920078
79,deviant,6,6,8.81635477582846
80,background,1,2,38.92333333333333
80,background,1,4,40.14833333333333
80,background,1,6,41.49
80,background,2,2,12.341666666666667
80,background,2,4,12.33
80,background,2,6,14.015
80,background,3,4,9.285
80,background,3,6,9.561666666666667
80,background,4,4,7.1899999999999995
80,background,4,6,8.1033333333333335
80,background,5,6,6.776666666666666
80,background,6,6,6.37
80,deviant,2,2,12.341666666666667
80,deviant,4,4,7.1899999999999995
80,deviant,6,6,6.37
81,background,1,2,73.15
81,background,1,4,69
81,background,1,6,71.84
81,background,2,2,22.361666666666668
81,background,2,4,19.748333333333335
81,background,2,6,20.143333333333334
81,background,3,4,13.876666666666667
81,background,3,6,14.198333333333334
81,background,4,4,11.946666666666667
81,background,4,6,12.275
81,background,5,6,10.751666666666667
81,background,6,6,10.448333333333334
81,deviant,2,2,22.361666666666668
81,deviant,4,4,11.946666666666667
81,deviant,6,6,10.448333333333334
82,background,1,2,42.038333333333334
82,background,1,4,39.695
82,background,1,6,41.626666666666665
82,background,2,2,13.888333333333334
82,background,2,4,13.936666666666667
82,background,2,6,12.831666666666667
82,background,3,4,9.193333333333333
82,background,3,6,9.206666666666667
82,background,4,4,7.923333333333333
82,background,4,6,7.22
82,background,5,6,6.73
82,background,6,6,6.005
82,deviant,2,2,13.888333333333334
82,deviant,4,4,7.923333333333333
82,deviant,6,6,6.005
83,background,1,2,68.16666666666667
83,background,1,4,71.75166666666667
83,background,1,6,70.16
83,background,2,2,22.091666666666665
83,background,2,4,21.298333333333332
83,background,2,6,19.183333333333334
83,background,3,4,16.085
83,background,3,6,14.436666666666667
83,background,4,4,12.063333333333333
83,background,4,6,11.696666666666667
83,background,5,6,9.851666666666667
83,background,6,6,8.501666666666667
83,deviant,2,2,22.091666666666665
83,deviant,4,4,12.063333333333333
83,deviant,6,6,8.501666666666667
84,background,1,2,33.06
84,background,1,4,31.412068965517243
84,background,1,6,32.895
84,background,2,2,12.891666666666667
84,background,2,4,13.556896551724138
84,background,2,6,14.453333333333333
84,background,3,4,8.708620689655172
84,background,3,6,9.485
84,background,4,4,7.481034482758621
84,background,4,6,7.906666666666666
84,background,5,6,6.358333333333333
84,background,6,6,5.056666666666667
84,deviant,2,2,12.891666666666667
84,deviant,4,4,7.481034482758621
84,deviant,6,6,5.056666666666667
85,background,1,2,63.68666666666667
85,background,1,4,61.303333333333335
85,background,1,6,63.538333333333334
85,background,2,2,21.971666666666668
85,background,2,4,20.291666666666668
85,background,2,6,23.668333333333333
85,background,3,4,13.561315789473683
85,background,3,6,15.85
85,background,4,4,10.672982456140351
85,background,4,6,13.826666666666666
85,background,5,6,11.785263157894738
85,background,6,6,10.29701754385965
85,deviant,2,2,21.971666666666668
85,deviant,4,4,10.672982456140351
85,deviant,6,6,10.29701754385965
86,background,1,2,35.538333333333334
86,background,1,4,37.163333333333334
86,background,1,6,36.50666666666667
86,background,2,2,12.025
86,background,2,4,11.935
86,background,2,6,11.291666666666666
86,background,3,4,8.943333333333333
86,background,3,6,8.498333333333333
86,background,4,4,6.553333333333334
86,background,4,6,6.863333333333333
86,background,5,6,5.59
86,background,6,6,4.933333333333334
86,deviant,2,2,12.025
86,deviant,4,4,6.553333333333334
86,deviant,6,6,4.933333333333334
87,background,1,2,65.415
87,background,1,4,69.425
87,background,1,6,67.30666666666667
87,background,2,2,19.098333333333333
87,background,2,4,23.22833333333333
87,background,2,6,20.933333333333334
87,background,3,4,13.216666666666667
87,background,3,6,14.334999999999999
87,background,4,4,10.555
87,background,4,6,10.618333333333334
87,background,5,6,8.89
87,background,6,6,8.326666666666666
87,deviant,2,2,19.098333333333333
87,deviant,4,4,10.555
87,deviant,6,6,8.326666666666666
88,background,1,2,37.681666666666665
88,background,1,4,36.76833333333333
88,background,1,6,37.37833333333333
88,background,2,2,11.025
88,background,2,4,11.851666666666667
88,background,2,6,11.781666666666666
88,background,3,4,7.948333333333333
88,background,3,6,8.3966666666666665
88,background,4,4,6.328333333333333
88,background,4,6,6.705
88,background,5,6,5.501666666666667
88,background,6,6,5.636666666666667
88,deviant,2,2,11.025
88,deviant,4,4,6.328333333333333
88,deviant,6,6,5.636666666666667
89,background,1,2,68.5575
89,background,1,4,67.80483870967743
89,background,1,6,69.47833333333334
89,background,2,2,19.915
89,background,2,4,19.116129032258065
89,background,2,6,20.165
89,background,3,4,12.580645161290322
89,background,3,6,14.151666666666667
89,background,4,4,10.880645161290323
89,background,4,6,11.025
89,background,5,6,9.216666666666667
89,background,6,6,8.636666666666667
89,deviant,2,2,19.915
89,deviant,4,4,10.880645161290323
89,deviant,6,6,8.636666666666667
90,background,1,2,31.121666666666666
90,background,1,4,31.39666666666667
90,background,1,6,29.884999999999998
90,background,2,2,13.834824561403508
90,background,2,4,15.333333333333334
90,background,2,6,13.631666666666668
90,background,3,4,10.290000000000001
90,background,3,6,9.635
90,background,4,4,8.591666666666667
90,background,4,6,7.95
90,background,5,6,6.653333333333333
90,background,6,6,6.7528070175438595
90,deviant,2,2,13.834824561403508
90,deviant,4,4,8.591666666666667
90,deviant,6,6,6.7528070175438595
91,background,1,2,64.085
91,background,1,4,55.16833333333334
91,background,1,6,60.596666666666664
91,background,2,2,22.578333333333333
91,background,2,4,22.921666666666667
91,background,2,6,20.198947368421052
91,background,3,4,15.419649122807018
91,background,3,6,15.82157894736842
91,background,4,4,13.10078947368421
91,background,4,6,11.858947368421052
91,background,5,6,9.155263157894737
91,background,6,6,8.088538011695906
91,deviant,2,2,22.578333333333333
91,deviant,4,4,13.10078947368421
91,deviant,6,6,8.088538011695906
92,background,1,2,37.835
92,background,1,4,38.71212121212121
92,background,1,6,37.916666666666664
92,background,2,2,12.87375
92,background,2,4,12.35
92,background,2,6,13.495
92,background,3,4,9.18939393939394
92,background,3,6,10.54
92,background,4,4,7.566666666666666
92,background,4,6,7.931666666666667
92,background,5,6,6.821666666666666
92,background,6,6,5.883333333333334
92,deviant,2,2,12.87375
92,deviant,4,4,7.566666666666666
92,deviant,6,6,5.883333333333334
93,background,1,2,62.991379310344826
93,background,1,4,67.64833333333333
93,background,1,6,64.02333333333333
93,background,2,2,22.71206896551724
93,background,2,4,22.77166666666667
93,background,2,6,22.058333333333334
93,background,3,4,14.913333333333334
93,background,3,6,14.348333333333333
93,background,4,4,11.665
93,background,4,6,11.778333333333332
93,background,5,6,9.099561403508773
93,background,6,6,7.916228070175438
93,deviant,2,2,22.71206896551724
93,deviant,4,4,11.665
93,deviant,6,6,7.916228070175438
94,background,1,2,35.10333333333333
94,background,1,4,37.55
94,background,1,6,40.388333333333335
94,background,2,2,13.426666666666666
94,background,2,4,14.191379310344827
94,background,2,6,13.57
94,background,3,4,8.741379310344827
94,background,3,6,9.588333333333333
94,background,4,4,7.437931034482759
94,background,4,6,7.995
94,background,5,6,6.251666666666667
94,background,6,6,5.431666666666667
94,deviant,2,2,13.426666666666666
94,deviant,4,4,7.437931034482759
94,deviant,6,6,5.431666666666667
95,background,1,2,61.18666666666667
95,background,1,4,68.07833333333333
95,background,1,6,66.79333333333334
95,background,2,2,18.841666666666665
95,background,2,4,21.42
95,background,2,6,20.635
95,background,3,4,14.945
95,background,3,6,15.806666666666667
95,background,4,4,11.228333333333333
95,background,4,6,11.390877192982456
95,background,5,6,10.154473684210526
95,background,6,6,9.18078947368421
95,deviant,2,2,18.841666666666665
95,deviant,4,4,11.228333333333333
95,deviant,6,6,9.18078947368421
96,background,1,2,33.038333333333334
96,background,1,4,33.235
96,background,1,6,33.23833333333334
96,background,2,2,13.551666666666666
96,background,2,4,14.015
96,background,2,6,14.661666666666667
96,background,3,4,9.93
96,background,3,6,9.13
96,background,4,4,7.871666666666667
96,background,4,6,8.313333333333333
96,background,5,6,7.263333333333334
96,background,6,6,6.545
96,deviant,2,2,13.551666666666666
96,deviant,4,4,7.871666666666667
96,deviant,6,6,6.545
97,background,1,2,56.718333333333334
97,background,1,4,62.001666666666665
97,background,1,6,61.165
97,background,2,2,23.781140350877195
97,background,2,4,21.784385964912282
97,background,2,6,20.22157894736842
97,background,3,4,12.812368421052632
97,background,3,6,13.692368421052631
97,background,4,4,12.516842105263159
97,background,4,6,10.488333333333333
97,background,5,6,9.990350877192983
97,background,6,6,10.62763157894737
97,deviant,2,2,23.781140350877195
97,deviant,4,4,12.516842105263159
97,deviant,6,6,10.62763157894737
98,background,1,2,39.321666666666665
98,background,1,4,39.20166666666667
98,background,1,6,38.495
98,background,2,2,13.958333333333334
98,background,2,4,12.631666666666666
98,background,2,6,13.506666666666666
98,background,3,4,8.33
98,background,3,6,8.636666666666667
98,background,4,4,6.993333333333333
98,background,4,6,6.456666666666667
98,background,5,6,6.07
98,background,6,6,5.085
98,deviant,2,2,13.958333333333334
98,deviant,4,4,6.993333333333333
98,deviant,6,6,5.085
99,background,1,2,68.97833333333334
99,background,1,4,63.733333333333334
99,background,1,6,72.69666666666667
99,background,2,2,20.658333333333335
99,background,2,4,20.606666666666666
99,background,2,6,21.63
99,background,3,4,13.831666666666667
99,background,3,6,15.208333333333334
99,background,4,4,11.18
99,background,4,6,11.528333333333332
99,background,5,6,10.213333333333333
99,background,6,6,8.886666666666667
99,deviant,2,2,20.658333333333335
99,deviant,4,4,11.18
99,deviant,6,6,8.886666666666667
100,background,1,2,40.903333333333336
100,background,1,4,39.81666666666666
100,background,1,6,41.615
100,background,2,2,14.465
100,background,2,4,13.713333333333333
100,background,2,6,12.988333333333333
100,background,3,4,8.838333333333333
100,background,3,6,9.101666666666667
100,background,4,4,7.403333333333333
100,background,4,6,7.351666666666667
100,background,5,6,6.475
100,background,6,6,5.861666666666666
100,deviant,2,2,14.465
100,deviant,4,4,7.403333333333333
100,deviant,6,6,5.861666666666666
101,background,1,2,66.085
101,background,1,4,65.71166666666667
101,background,1,6,71.355
101,background,2,2,22.31
101,background,2,4,21.763333333333332
101,background,2,6,21.763333333333332
101,background,3,4,13.933333333333334
101,background,3,6,15.366666666666667
101,background,4,4,11.465
101,background,4,6,12.55
101,background,5,6,10.00578947368421
101,background,6,6,8.21561403508772
101,deviant,2,2,22.31
101,deviant,4,4,11.465
101,deviant,6,6,8.21561403508772
102,background,1,2,33.25
102,background,1,4,33.035
102,background,1,6,35.751666666666665
102,background,2,2,14.35
102,background,2,4,13.22
102,background,2,6,14.181666666666667
102,background,3,4,9.166666666666666
102,background,3,6,9.33
102,background,4,4,7.161666666666667
102,background,4,6,7.918333333333333
102,background,5,6,7.171666666666667
102,background,6,6,5.75
102,deviant,2,2,14.35
102,deviant,4,4,7.161666666666667
102,deviant,6,6,5.75
103,background,1,2,66.035
103,background,1,4,63.33375
103,background,1,6,62.295
103,background,2,2,23.34125
103,background,2,4,21.54
103,background,2,6,23.3275
103,background,3,4,16.8625
103,background,3,6,13.745000000000001
103,background,4,4,12.6375
103,background,4,6,13.15296052631579
103,background,5,6,10.673486842105262
103,background,6,6,9.46717105263158
103,deviant,2,2,23.34125
103,deviant,4,4,12.6375
103,deviant,6,6,9.46717105263158
104,background,1,2,39.84
104,background,1,4,39.108333333333334
104,background,1,6,38.68333333333333
104,background,2,2,13.306666666666667
104,background,2,4,12.966666666666667
104,background,2,6,13.005
104,background,3,4,9.121666666666666
104,background,3,6,9.525
104,background,4,4,6.89
104,background,4,6,7.641666666666667
104,background,5,6,6.6433333333333335
104,background,6,6,5.875
104,deviant,2,2,13.306666666666667
104,deviant,4,4,6.89
104,deviant,6,6,5.875
105,background,1,2,69.98166666666667
105,background,1,4,68.26333333333334
105,background,1,6,72.95833333333333
105,background,2,2,22.16166666666667
105,background,2,4,20.138333333333332
105,background,2,6,21.618333333333332
105,background,3,4,14.268333333333333
105,background,3,6,14.585
105,background,4,4,11.993333333333334
105,background,4,6,11.838333333333333
105,background,5,6,10.14
105,background,6,6,9.265
105,deviant,2,2,22.16166666666667
105,deviant,4,4,11.993333333333334
105,deviant,6,6,9.265
106,background,1,2,39.06666666666667
106,background,1,4,39.20333333333333
106,background,1,6,38.11833333333333
106,background,2,2,13.645
106,background,2,4,12.175
106,background,2,6,12.856666666666667
106,background,3,4,9.275
106,background,3,6,8.468333333333334
106,background,4,4,7.378333333333333
106,background,4,6,6.801666666666667
106,background,5,6,6.406666666666666
106,background,6,6,5.295
106,deviant,2,2,13.645
106,deviant,4,4,7.378333333333333
106,deviant,6,6,5.295
107,background,1,2,67.60333333333334
107,background,1,4,70.47666666666667
107,background,1,6,67.78166666666667
107,background,2,2,19.216666666666665
107,background,2,4,21.685
107,background,2,6,20.375
107,background,3,4,14.306666666666667
107,background,3,6,14.721666666666668
107,background,4,4,11.226666666666667
107,background,4,6,11.305
107,background,5,6,9.123333333333333
107,background,6,6,8.576666666666666
107,deviant,2,2,19.216666666666665
107,deviant,4,4,11.226666666666667
107,deviant,6,6,8.576666666666666
108,background,1,2,32.776666666666664
108,background,1,4,34.17333333333333
108,background,1,6,31.285
108,background,2,2,14.923333333333334
108,background,2,4,14.056666666666667
108,background,2,6,14.863333333333333
108,background,3,4,10.795
108,background,3,6,10.993333333333334
108,background,4,4,8.928333333333333
108,background,4,6,8.278333333333332
108,background,5,6,8.398333333333333
108,background,6,6,7.2
108,deviant,2,2,14.923333333333334
108,deviant,4,4,8.928333333333333
108,deviant,6,6,7.2
109,background,1,2,68.03833333333333
109,background,1,4,62.824999999999996
109,background,1,6,61.335
109,background,2,2,26.331666666666667
109,background,2,4,22.116666666666667
109,background,2,6,23.113333333333333
109,background,3,4,15.396666666666667
109,background,3,6,18.07574074074074
109,background,4,4,12.001228070175438
109,background,4,6,13.250146198830409
109,background,5,6,11.78122807017544
109,background,6,6,9.64162768031189
109,deviant,2,2,26.331666666666667
109,deviant,4,4,12.001228070175438
109,deviant,6,6,9.64162768031189
110,background,1,2,41.035000000000004
110,background,1,4,40.03
110,background,1,6,38.583333333333336
110,background,2,2,13.076666666666666
110,background,2,4,14.336666666666666
110,background,2,6,13.001666666666667
110,background,3,4,10.358333333333334
110,background,3,6,9.126666666666667
110,background,4,4,7.448333333333333
110,background,4,6,7.483333333333333
110,background,5,6,6.793333333333333
110,background,6,6,6.451666666666666
110,deviant,2,2,13.076666666666666
110,deviant,4,4,7.448333333333333
110,deviant,6,6,6.451666666666666
111,background,1,2,75.35
111,background,1,4,73.41666666666667
111,background,1,6,71.075
111,background,2,2,23.253333333333334
111,background,2,4,24.153333333333332
111,background,2,6,23.176666666666666
111,background,3,4,17.19
111,background,3,6,15.468333333333334
111,background,4,4,12.786666666666667
111,background,4,6,11.693596491228071
111,background,5,6,10.993947368421052
111,background,6,6,9.29938596491228
111,deviant,2,2,23.253333333333334
111,deviant,4,4,12.786666666666667
111,deviant,6,6,9.29938596491228
112,background,1,2,41.80394736842105
112,background,1,4,39.586666666666666
112,background,1,6,41.01833333333333
112,background,2,2,12.932894736842105
112,background,2,4,13.318333333333333
112,background,2,6,13.491666666666667
112,background,3,4,9.678333333333333
112,background,3,6,9.093333333333334
112,background,4,4,7.783333333333333
112,background,4,6,8.001666666666667
112,background,5,6,6.456666666666667
112,background,6,6,5.935
112,deviant,2,2,12.932894736842105
112,deviant,4,4,7.783333333333333
112,deviant,6,6,5.935
113,background,1,2,70.65333333333334
113,background,1,4,69.56833333333333
113,background,1,6,69.99
113,background,2,2,20.486666666666668
113,background,2,4,22.201666666666668
113,background,2,6,22.02166666666667
113,background,3,4,16.513333333333332
113,background,3,6,15.35
113,background,4,4,12.645
113,background,4,6,11.928333333333333
113,background,5,6,10.642280701754386
113,background,6,6,9.305877192982456
113,deviant,2,2,20.486666666666668
113,deviant,4,4,12.645
113,deviant,6,6,9.305877192982456
114,background,1,2,32.62
114,background,1,4,35.501666666666665
114,background,1,6,34.593333333333334
114,background,2,2,13.753333333333334
114,background,2,4,13.683333333333334
114,background,2,6,13.8
114,background,3,4,9.815
114,background,3,6,8.811666666666667
114,background,4,4,8.32
114,background,4,6,8.13
114,background,5,6,6.451666666666666
114,background,6,6,6.74
114,deviant,2,2,13.753333333333334
114,deviant,4,4,8.32
114,deviant,6,6,6.74
115,background,1,2,64.56
115,background,1,4,59.29333333333334
115,background,1,6,58.165
115,background,2,2,21.876666666666665
115,background,2,4,20.811666666666667
115,background,2,6,20.961666666666666
115,background,3,4,14.696666666666667
115,background,3,6,15.903333333333334
115,background,4,4,12.851666666666667
115,background,4,6,13.936666666666667
115,background,5,6,11.218333333333334
115,background,6,6,9.981491228070176
115,deviant,2,2,21.876666666666665
115,deviant,4,4,12.851666666666667
115,deviant,6,6,9.981491228070176
116,background,1,2,39.14333333333333
116,background,1,4,40.233333333333334
116,background,1,6,37.12833333333333
116,background,2,2,13.78
116,background,2,4,12.295
116,background,2,6,12.296666666666667
116,background,3,4,8.806666666666667
116,background,3,6,8.315
116,background,4,4,7.708333333333333
116,background,4,6,7.423333333333334
116,background,5,6,6.765
116,background,6,6,5.828333333333333
116,deviant,2,2,13.78
116,deviant,4,4,7.708333333333333
116,deviant,6,6,5.828333333333333
117,background,1,2,68.42666666666666
117,background,1,4,72.34333333333333
117,background,1,6,68.59166666666667
117,background,2,2,21.585
117,background,2,4,20.973333333333333
117,background,2,6,22.381666666666668
117,background,3,4,13.761666666666667
117,background,3,6,15.443333333333333
117,background,4,4,11.596666666666668
117,background,4,6,11.333333333333334
117,background,5,6,11.058333333333334
117,background,6,6,10.088333333333333
117,deviant,2,2,21.585
117,deviant,4,4,11.596666666666668
117,deviant,6,6,10.088333333333333
118,background,1,2,39.29
118,background,1,4,38.22
118,background,1,6,38.21
118,background,2,2,12.56
118,background,2,4,12.626666666666667
118,background,2,6,13.121666666666666
118,background,3,4,9.131666666666666
118,background,3,6,9.463333333333333
118,background,4,4,7.64
118,background,4,6,7.985
118,background,5,6,6.213333333333333
118,background,6,6,5.901666666666666
118,deviant,2,2,12.56
118,deviant,4,4,7.64
118,deviant,6,6,5.901666666666666
119,background,1,2,65.17666666666666
119,background,1,4,71.92
119,background,1,6,70.50166666666667
119,background,2,2,21.623333333333335
119,background,2,4,21.403333333333332
119,background,2,6,22.63
119,background,3,4,15.25
119,background,3,6,14.668333333333333
119,background,4,4,13.08
119,background,4,6,12.00438596491228
119,background,5,6,10.240438596491227
119,background,6,6,9.150614035087719
119,deviant,2,2,21.623333333333335
119,deviant,4,4,13.08
119,deviant,6,6,9.150614035087719
120,background,1,2,33.778333333333336
120,background,1,4,33.08
120,background,1,6,32.230000000000004
120,background,2,2,13.521666666666667
120,background,2,4,13.345
120,background,2,6,12.143333333333333
120,background,3,4,8.841666666666667
120,background,3,6,8.121666666666666
120,background,4,4,7.505
120,background,4,6,7.621666666666667
120,background,5,6,7.076666666666667
120,background,6,6,5.476666666666667
120,deviant,2,2,13.521666666666667
120,deviant,4,4,7.505
120,deviant,6,6,5.476666666666667
121,background,1,2,61.446666666666665
121,background,1,4,57.446666666666665
121,background,1,6,61.25
121,background,2,2,19.94
121,background,2,4,21.663333333333334
121,background,2,6,18.996666666666666
121,background,3,4,14.806666666666667
121,background,3,6,13.548333333333334
121,background,4,4,11.540000000000001
121,background,4,6,11.196666666666667
121,background,5,6,9.923333333333334
