param_id,trial_type,mean_sample
101,identity,13.319444444444445
101,number,13.647222222222222
101,pose,15.282017543859649
102,animacy,8.558333333333334
102,background,17.58940972222222
102,identity,9.722222222222221
102,number,8.547222222222222
102,pose,8.886111111111111
103,animacy,15.980043859649124
103,background,31.26963404605263
103,identity,14.939364035087719
103,number,14.766008771929824
103,pose,14.685635964912281
104,animacy,8.927777777777777
104,background,18.941493055555554
104,identity,8.966666666666667
104,number,8.466666666666667
104,pose,8.252777777777778
105,animacy,15.044444444444444
105,background,32.56197916666667
105,identity,13.875
105,number,15.055555555555555
105,pose,13.719444444444445
106,animacy,8.061111111111112
106,background,18.499479166666667
106,identity,9.430555555555555
106,number,8.780555555555555
106,pose,8.886111111111111
107,animacy,13.719444444444445
107,background,31.808333333333334
107,identity,12.061111111111112
107,number,12.738888888888889
107,pose,13.21111111111111
108,animacy,9.25
108,background,17.932291666666668
108,identity,9.5
108,number,11.911111111111111
108,pose,10.208333333333334
109,animacy,13.862280701754386
109,background,31.820459714100064
109,identity,16.31630929174789
109,number,18.716666666666665
109,pose,15.155116959064328
110,animacy,9.441666666666666
110,background,19.37986111111111
110,identity,8.922222222222222
110,number,9.708333333333334
110,pose,8.058333333333334
111,animacy,15.061111111111112
111,background,34.566063596491226
111,identity,14.133333333333333
111,number,15.72953216374269
111,pose,15.113888888888889
112,animacy,8.472222222222221
112,background,20.101677852348992
112,identity,9.855
112,number,9.125
112,pose,9.425
113,animacy,14.802777777777777
113,background,33.02016630116959
113,identity,14.341666666666667
113,number,13.321491228070176
113,pose,14.722222222222221
114,animacy,8.66388888888889
114,background,17.632118055555555
114,identity,9.844444444444445
114,number,10.86111111111111
114,pose,8.883333333333333
115,animacy,16.391666666666666
115,background,30.06996527777778
115,identity,14.41359649122807
115,number,14.002777777777778
115,pose,14.5
116,animacy,8.952777777777778
116,background,18.540104166666666
116,identity,8.26388888888889
116,number,9.630555555555556
116,pose,9.383333333333333
117,animacy,13.411111111111111
117,background,32.56961805555556
117,identity,15.527777777777779
117,number,13.991666666666667
117,pose,15.261111111111111
118,animacy,8.569444444444445
118,background,18.716319444444444
118,identity,8.911111111111111
118,number,7.886111111111111
118,pose,9.11111111111111
119,animacy,14.483625730994152
119,background,32.54043311403509
119,identity,15.433333333333334
119,number,14.791666666666668
119,pose,14.05906432748538
120,animacy,8.16388888888889
120,background,16.805208333333333
120,identity,9.105555555555556
120,number,9.919444444444444
120,pose,8.497222222222222
121,animacy,13.883333333333333
121,background,28.922743055555557
121,identity,13.455555555555556
121,number,13.355555555555556
121,pose,13.758333333333333
122,animacy,8.066666666666666
122,background,17.922048611111112
122,identity,7.344444444444444
122,number,8.127777777777778
122,pose,7.394444444444444
123,animacy,12.375
123,background,30.636631944444446
123,identity,12.463888888888889
123,number,11.71111111111111
123,pose,12.577777777777778
124,animacy,8.008333333333333
124,background,17.78732638888889
124,identity,7.536111111111111
124,number,8.947222222222223
124,pose,8.588888888888889
125,animacy,13.177777777777777
125,background,30.994097222222223
125,identity,13.197222222222223
125,number,12.458333333333334
125,pose,12.758333333333333
126,animacy,9.969444444444445
126,background,19.109201388888888
126,identity,9.352777777777778
126,number,10.275
126,pose,9.230555555555556
127,animacy,15.80687134502924
127,background,32.71208881578947
127,identity,13.983333333333333
127,number,17.146491228070175
127,pose,17.230555555555554
128,animacy,9.302777777777777
128,background,20.040277777777778
128,identity,8.727777777777778
128,number,9.286111111111111
128,pose,9.63888888888889
129,animacy,14.102777777777778
129,background,34.35746527777778
129,identity,15.747222222222222
129,number,13.469444444444443
129,pose,15.21827485380117
130,animacy,8.86111111111111
130,background,19.833680555555556
130,identity,9.333333333333334
130,number,9.18888888888889
130,pose,9.088888888888889
131,animacy,14.441666666666666
131,background,33.51769005847953
131,identity,17.868274853801168
131,number,15.411111111111111
131,pose,15.577777777777778
132,animacy,8.844444444444445
132,background,18.136458333333334
132,identity,8.977777777777778
132,number,8.377777777777778
132,pose,9.455555555555556
133,animacy,16.025
133,background,31.362121304418455
133,identity,16.993859649122808
133,number,12.751900584795322
133,pose,15.978508771929825
134,animacy,9.386111111111111
134,background,18.930555555555557
134,identity,8.447222222222223
134,number,8.719444444444445
134,pose,8.575
135,animacy,15.319444444444445
135,background,33.47361111111111
135,identity,16.28611111111111
135,number,14.136111111111111
135,pose,16.61111111111111
136,animacy,8.830555555555556
136,background,19.061979166666667
136,identity,8.583333333333334
136,number,9.358333333333333
136,pose,9.219444444444445
137,animacy,13.89780701754386
137,background,32.393731725146196
137,identity,13.855555555555556
137,number,14.022222222222222
137,pose,14.3
138,animacy,9.916666666666666
138,background,15.585243055555555
138,identity,9.197222222222223
138,number,7.8388888888888895
138,pose,7.5055555555555555
139,animacy,11.992251461988303
139,background,29.39579678362573
139,identity,13.676461988304093
139,number,15.151169590643274
139,pose,10.262280701754387
140,animacy,8.38888888888889
140,background,17.61545138888889
140,identity,7.866666666666667
140,number,8.422222222222222
140,pose,7.0777777777777775
141,animacy,12.65
141,background,29.794965277777777
141,identity,12.758333333333333
141,number,12.072222222222223
141,pose,12.997222222222222
142,animacy,8.130555555555555
142,background,17.770659722222224
142,identity,7.991666666666667
142,number,7.263888888888888
142,pose,7.980555555555555
143,animacy,12.227777777777778
143,background,31.050694444444446
143,identity,13.136111111111111
143,number,13.244444444444445
143,pose,13.666666666666666
144,animacy,9.930555555555555
144,background,17.53125
144,identity,9.71111111111111
144,number,9.461111111111112
144,pose,9.2
145,animacy,15.304824561403509
145,background,30.295168585526316
145,identity,12.853508771929825
145,number,14.72576754385965
145,pose,15.653179824561404
146,animacy,8.621428571428572
146,background,19.01838905775076
146,identity,9.13409090909091
146,number,9.25
146,pose,8.593181818181819
147,animacy,12.504239766081872
147,background,30.586997441520467
147,identity,14.1546783625731
147,number,11.739912280701754
147,pose,14.397222222222222
148,animacy,7.888888888888889
148,background,18.26996527777778
148,identity,9.675
148,number,8.108333333333333
148,pose,7.680555555555555
149,animacy,13.875
149,background,30.303389985380118
149,identity,14.31842105263158
149,number,13.671783625730994
149,pose,12.763011695906433
150,animacy,9.294444444444444
150,background,16.961979166666666
150,identity,10.341666666666667
150,number,8.080555555555556
150,pose,9.866666666666667
151,animacy,13.368567251461988
151,background,30.647267909356724
151,identity,16.322222222222223
151,number,13.580409356725147
151,pose,13.460233918128655
152,animacy,8.327777777777778
152,background,18.531076388888888
152,identity,8.483333333333333
152,number,9.597222222222221
152,pose,9.155555555555555
153,animacy,15.397076023391813
153,background,32.3687956871345
153,identity,12.144444444444444
153,number,14.861695906432749
153,pose,14.061111111111112
154,animacy,8.86111111111111
154,background,18.57170138888889
154,identity,9.158333333333333
154,number,8.411111111111111
154,pose,8.372222222222222
155,animacy,12.605555555555556
155,background,31.887298976608186
155,identity,14.580555555555556
155,number,13.027777777777779
155,pose,13.575
156,animacy,9.463888888888889
156,background,16.518402777777776
156,identity,8.616666666666667
156,number,7.586111111111111
156,pose,8.1
157,animacy,17.37236842105263
157,background,30.29340277777778
157,identity,14.431432748538011
157,number,16.559941520467838
157,pose,15.852777777777778
158,animacy,8.444444444444445
158,background,18.381770833333334
158,identity,8.333333333333334
158,number,8.169444444444444
158,pose,8.252777777777778
159,animacy,12.769444444444444
159,background,32.488368055555554
159,identity,14.822222222222223
159,number,12.858333333333333
159,pose,14.827777777777778
160,animacy,8.061111111111112
160,background,18.58732638888889
160,identity,8.002777777777778
160,number,8.675
160,pose,7.508333333333333
161,animacy,13.077777777777778
161,background,32.36379751461988
161,identity,13.583333333333334
161,number,12.508333333333333
161,pose,13.82266081871345
